,GHI_Open_Field (W/m2),GHI_Agrivoltaic (W/m2),Temperature_Open_Field (C),Temperature_Agrivoltaic (C),Wind_Speed (m/s),Relative_Humidity (%),Panel_Tilt (degrees)
2022-04-23 18:00:00+00:00,0.0,0.0,17.45,16.25,1.31,86.65,0.0
2022-04-23 19:00:00+00:00,0.0,0.0,16.23,15.030000000000001,0.97,92.8,0.0
2022-04-23 20:00:00+00:00,0.0,0.0,15.59,14.39,0.9,89.6,0.0
2022-04-23 21:00:00+00:00,0.0,0.0,15.05,13.850000000000001,1.03,92.75,0.0
2022-04-23 22:00:00+00:00,0.0,0.0,14.68,13.48,1.1,92.7,0.0
2022-04-23 23:00:00+00:00,0.0,0.0,14.76,13.56,1.03,96.0,0.0
2022-04-24 00:00:00+00:00,0.0,0.0,14.17,12.97,1.03,96.0,0.0
2022-04-24 01:00:00+00:00,0.0,0.0,12.9,11.700000000000001,1.45,99.4,0.0
2022-04-24 02:00:00+00:00,0.0,0.0,12.76,11.56,1.59,99.4,0.0
2022-04-24 03:00:00+00:00,0.0,0.0,13.12,11.92,1.52,95.95,0.0
2022-04-24 04:00:00+00:00,0.0,0.0,13.82,12.620000000000001,1.52,95.95,0.0
2022-04-24 05:00:00+00:00,55.0,55.0,14.28,13.08,1.59,96.0,9.341183537050743
2022-04-24 06:00:00+00:00,189.0,189.0,14.99,13.790000000000001,1.52,92.7,24.921785025335215
2022-04-24 07:00:00+00:00,125.0,125.0,15.81,14.610000000000001,1.24,86.5,55.00000000000001
2022-04-24 08:00:00+00:00,411.0,392.76,16.99,15.79,0.83,80.8,46.21809531627171
2022-04-24 09:00:00+00:00,539.0,480.2,17.9,16.7,0.83,75.45,32.165137473452475
2022-04-24 10:00:00+00:00,765.0,555.5,19.09,17.89,1.17,73.05,16.707114878301063
2022-04-24 11:00:00+00:00,764.0,575.36,19.71,18.51,1.72,70.65,0.31790725580146423
2022-04-24 12:00:00+00:00,730.0,573.34,20.17,18.970000000000002,2.0,70.7,16.08492465141902
2022-04-24 13:00:00+00:00,769.0,614.56,20.49,19.29,2.14,70.7,31.57583373315108
2022-04-24 14:00:00+00:00,628.0,628.0,20.46,19.26,2.48,70.7,45.66457420744101
2022-04-24 15:00:00+00:00,447.0,447.0,19.81,18.61,2.34,70.65,55.00000000000001
2022-04-24 16:00:00+00:00,235.0,235.0,19.09,17.89,1.86,73.05,25.86036095811322
2022-04-24 17:00:00+00:00,67.0,67.0,18.31,17.11,1.31,75.55,9.977456376142628
2022-04-24 18:00:00+00:00,0.0,0.0,17.33,16.13,0.97,80.85,0.0
2022-04-24 19:00:00+00:00,0.0,0.0,16.49,15.29,0.55,83.6,0.0
2022-04-24 20:00:00+00:00,0.0,0.0,16.39,15.190000000000001,0.28,83.6,0.0
2022-04-24 21:00:00+00:00,0.0,0.0,16.11,14.91,0.34,83.6,0.0
2022-04-24 22:00:00+00:00,0.0,0.0,15.78,14.58,0.34,86.5,0.0
2022-04-24 23:00:00+00:00,0.0,0.0,15.51,14.31,0.14,83.55,0.0
2022-04-25 00:00:00+00:00,0.0,0.0,15.24,14.040000000000001,0.14,86.5,0.0
2022-04-25 01:00:00+00:00,0.0,0.0,14.98,13.780000000000001,0.41,89.5,0.0
2022-04-25 02:00:00+00:00,0.0,0.0,14.7,13.5,0.48,89.5,0.0
2022-04-25 03:00:00+00:00,0.0,0.0,14.46,13.260000000000002,0.55,92.7,0.0
2022-04-25 04:00:00+00:00,0.0,0.0,13.96,12.760000000000002,0.62,92.65,0.0
2022-04-25 05:00:00+00:00,120.0,120.0,13.07,11.870000000000001,0.9,92.65,9.642009703292603
2022-04-25 06:00:00+00:00,305.0,305.0,14.9,13.700000000000001,0.76,86.45,25.351745186472638
2022-04-25 07:00:00+00:00,503.0,495.98,17.35,16.150000000000002,0.62,70.3,55.00000000000001
2022-04-25 08:00:00+00:00,687.0,549.2,18.71,17.51,0.28,63.5,46.01392775564537
2022-04-25 09:00:00+00:00,824.0,546.38,19.91,18.71,1.17,61.4,31.99570062007695
2022-04-25 10:00:00+00:00,896.0,537.5,20.76,19.560000000000002,1.72,57.45,16.590232656466732
2022-04-25 11:00:00+00:00,927.0,563.64,21.39,20.19,1.86,57.55,0.2688373872810344
2022-04-25 12:00:00+00:00,895.0,584.62,21.85,20.650000000000002,2.21,55.65,16.06310164251571
2022-04-25 13:00:00+00:00,791.0,625.9,21.89,20.69,2.69,55.65,31.493875765524823
2022-04-25 14:00:00+00:00,636.0,636.0,21.5,20.3,3.1,57.55,45.53914250174884
2022-04-25 15:00:00+00:00,452.0,452.0,20.69,19.490000000000002,2.97,59.5,55.00000000000001
2022-04-25 16:00:00+00:00,250.0,250.0,19.85,18.650000000000002,2.34,65.85,26.181428771107242
2022-04-25 17:00:00+00:00,68.0,68.0,18.91,17.71,1.59,68.1,10.202842591481732
2022-04-25 18:00:00+00:00,0.0,0.0,17.81,16.61,1.31,75.45,0.0
2022-04-25 19:00:00+00:00,0.0,0.0,16.43,15.23,0.83,86.55,0.0
2022-04-25 20:00:00+00:00,0.0,0.0,16.73,15.530000000000001,0.55,80.8,0.0
2022-04-25 21:00:00+00:00,0.0,0.0,16.37,15.170000000000002,0.34,83.6,0.0
2022-04-25 22:00:00+00:00,0.0,0.0,15.97,14.770000000000001,0.34,86.5,0.0
2022-04-25 23:00:00+00:00,0.0,0.0,15.55,14.350000000000001,0.34,86.5,0.0
2022-04-26 00:00:00+00:00,0.0,0.0,15.14,13.940000000000001,0.41,86.5,0.0
2022-04-26 01:00:00+00:00,0.0,0.0,14.84,13.64,0.48,89.5,0.0
2022-04-26 02:00:00+00:00,0.0,0.0,14.63,13.430000000000001,0.76,86.45,0.0
2022-04-26 03:00:00+00:00,0.0,0.0,14.04,12.84,1.03,86.4,0.0
2022-04-26 04:00:00+00:00,0.0,0.0,12.88,11.680000000000001,1.24,92.6,0.0
2022-04-26 05:00:00+00:00,137.0,137.0,13.03,11.83,1.17,89.4,9.939812701770776
2022-04-26 06:00:00+00:00,328.0,328.0,15.52,14.32,0.69,77.85,25.78148153225253
2022-04-26 07:00:00+00:00,528.0,520.18,17.84,16.64,0.07,65.55,55.00000000000001
2022-04-26 08:00:00+00:00,695.0,556.94,19.02,17.82,0.62,59.15,45.814064733767225
2022-04-26 09:00:00+00:00,837.0,541.76,20.08,18.88,0.9,57.3,31.830510374218388
2022-04-26 10:00:00+00:00,918.0,559.44,21.05,19.85,1.24,53.6,16.477092753240637
2022-04-26 11:00:00+00:00,945.0,572.04,21.79,20.59,1.66,53.75,0.22249342102406003
2022-04-26 12:00:00+00:00,918.0,595.02,22.29,21.09,1.93,52.0,16.039799281897633
2022-04-26 13:00:00+00:00,803.0,635.3,22.52,21.32,2.34,52.0,31.411491836694726
2022-04-26 14:00:00+00:00,591.0,591.0,22.21,21.01,2.55,52.0,45.41394528707838
2022-04-26 15:00:00+00:00,428.0,428.0,21.69,20.490000000000002,2.21,55.65,55.00000000000001
2022-04-26 16:00:00+00:00,260.0,260.0,21.0,19.8,1.79,59.5,26.505302431731575
2022-04-26 17:00:00+00:00,32.0,32.0,19.86,18.66,1.79,68.2,10.42844184676218
2022-04-26 18:00:00+00:00,0.0,0.0,18.38,17.18,1.93,72.95,0.0
2022-04-26 19:00:00+00:00,0.0,0.0,17.14,15.940000000000001,0.9,83.7,0.0
2022-04-26 20:00:00+00:00,0.0,0.0,15.37,14.17,1.52,89.55,0.0
2022-04-26 21:00:00+00:00,0.0,0.0,16.29,15.09,0.97,83.6,0.0
2022-04-26 22:00:00+00:00,0.0,0.0,16.67,15.470000000000002,0.41,80.8,0.0
2022-04-26 23:00:00+00:00,0.0,0.0,16.32,15.120000000000001,0.62,83.6,0.0
2022-04-27 00:00:00+00:00,0.0,0.0,14.29,13.09,1.24,86.4,0.0
2022-04-27 01:00:00+00:00,0.0,0.0,12.94,11.74,1.45,95.95,0.0
2022-04-27 02:00:00+00:00,0.0,0.0,13.49,12.290000000000001,1.17,89.45,0.0
2022-04-27 03:00:00+00:00,0.0,0.0,14.53,13.33,0.83,86.45,0.0
2022-04-27 04:00:00+00:00,0.0,0.0,14.34,13.14,0.76,86.4,0.0
2022-04-27 05:00:00+00:00,135.0,135.0,13.02,11.82,1.17,89.4,10.234478295855823
2022-04-27 06:00:00+00:00,272.0,272.0,15.3,14.100000000000001,1.1,86.5,26.210838181509295
2022-04-27 07:00:00+00:00,404.0,401.0,18.75,17.55,0.76,68.1,55.00000000000001
2022-04-27 08:00:00+00:00,704.0,561.52,21.18,19.98,0.48,55.55,45.618545643223314
2022-04-27 09:00:00+00:00,797.0,546.2,23.04,21.84,0.48,50.3,31.669585195097916
2022-04-27 10:00:00+00:00,721.0,568.84,24.7,23.5,0.55,42.65,16.367696919787154
2022-04-27 11:00:00+00:00,743.0,589.36,25.85,24.650000000000002,0.83,38.55,0.17887133625587884
2022-04-27 12:00:00+00:00,609.0,535.92,26.35,25.150000000000002,1.52,37.35,16.015019735943348
2022-04-27 13:00:00+00:00,469.0,447.94,26.26,25.060000000000002,2.0,37.35,31.32868490912069
2022-04-27 14:00:00+00:00,365.0,365.0,25.61,24.41,2.07,41.4,45.28899307755475
2022-04-27 15:00:00+00:00,432.0,432.0,24.75,23.55,1.72,47.4,55.00000000000001
2022-04-27 16:00:00+00:00,246.0,246.0,23.81,22.61,1.52,54.2,26.832015299527136
2022-04-27 17:00:00+00:00,41.0,41.0,22.44,21.240000000000002,1.45,66.35,10.654212775257454
2022-04-27 18:00:00+00:00,0.0,0.0,20.93,19.73,1.52,70.8,0.0
2022-04-27 19:00:00+00:00,0.0,0.0,19.28,18.080000000000002,1.45,81.05,0.0
2022-04-27 20:00:00+00:00,0.0,0.0,18.35,17.150000000000002,1.24,81.0,0.0
2022-04-27 21:00:00+00:00,0.0,0.0,19.32,18.12,0.9,78.3,0.0
2022-04-27 22:00:00+00:00,0.0,0.0,19.17,17.970000000000002,0.41,75.65,0.0
2022-04-27 23:00:00+00:00,0.0,0.0,16.79,15.59,1.17,83.65,0.0
2022-04-28 00:00:00+00:00,0.0,0.0,15.71,14.510000000000002,1.66,86.5,0.0
2022-04-28 01:00:00+00:00,0.0,0.0,15.36,14.16,1.79,86.5,0.0
2022-04-28 02:00:00+00:00,0.0,0.0,14.92,13.72,1.93,89.5,0.0
2022-04-28 03:00:00+00:00,0.0,0.0,14.91,13.71,2.14,86.45,0.0
2022-04-28 04:00:00+00:00,0.0,0.0,15.6,14.4,2.62,80.65,0.0
2022-04-28 05:00:00+00:00,111.0,111.0,16.28,15.080000000000002,2.62,77.95,10.525892178998145
2022-04-28 06:00:00+00:00,282.0,282.0,17.87,16.67,1.72,78.15,26.639653493614254
2022-04-28 07:00:00+00:00,470.0,464.62,21.05,19.85,1.93,70.8,55.00000000000001
2022-04-28 08:00:00+00:00,414.0,394.76,23.53,22.330000000000002,2.0,60.05,45.42740515866491
2022-04-28 09:00:00+00:00,805.0,536.6,25.07,23.87,2.07,52.6,31.51293860754448
2022-04-28 10:00:00+00:00,892.0,553.12,26.32,25.12,2.14,44.55,16.262041900741707
2022-04-28 11:00:00+00:00,838.0,589.6,26.75,25.55,2.83,38.85,0.13796200373797404
2022-04-28 12:00:00+00:00,877.0,583.0,25.85,24.650000000000002,3.86,39.95,15.988770393433292
2022-04-28 13:00:00+00:00,696.0,589.14,24.46,23.26,2.83,48.95,31.245463048983208
2022-04-28 14:00:00+00:00,587.0,587.0,23.7,22.5,2.0,52.35,45.16430116772076
2022-04-28 15:00:00+00:00,141.0,141.0,23.38,22.18,1.38,56.0,55.00000000000001
2022-04-28 16:00:00+00:00,115.0,115.0,23.12,21.92,1.31,60.05,27.161593693655423
2022-04-28 17:00:00+00:00,54.0,54.0,22.54,21.34,1.93,64.1,10.880107673290208
2022-04-28 18:00:00+00:00,0.0,0.0,21.6,20.400000000000002,2.07,64.0,0.0
2022-04-28 19:00:00+00:00,0.0,0.0,21.46,20.26,0.48,70.9,0.0
2022-04-28 20:00:00+00:00,0.0,0.0,19.52,18.32,1.1,83.85,0.0
2022-04-28 21:00:00+00:00,0.0,0.0,18.35,17.150000000000002,1.72,83.8,0.0
2022-04-28 22:00:00+00:00,0.0,0.0,18.27,17.07,2.21,81.0,0.0
2022-04-28 23:00:00+00:00,0.0,0.0,18.08,16.88,2.41,75.55,0.0
2022-04-29 00:00:00+00:00,0.0,0.0,17.79,16.59,2.21,78.15,0.0
2022-04-29 01:00:00+00:00,0.0,0.0,17.63,16.43,2.07,75.45,0.0
2022-04-29 02:00:00+00:00,0.0,0.0,17.39,16.19,2.0,78.1,0.0
2022-04-29 03:00:00+00:00,0.0,0.0,17.23,16.03,2.0,78.1,0.0
2022-04-29 04:00:00+00:00,0.0,0.0,17.15,15.95,2.21,78.1,0.0
2022-04-29 05:00:00+00:00,136.0,136.0,17.37,16.17,2.14,78.1,10.813939291949909
2022-04-29 06:00:00+00:00,300.0,300.0,18.64,17.44,1.93,75.65,27.067758558389514
2022-04-29 07:00:00+00:00,453.0,443.72,21.48,20.28,1.45,68.5,55.00000000000001
2022-04-29 08:00:00+00:00,493.0,452.96,23.83,22.63,1.52,54.2,45.24067407921272
2022-04-29 09:00:00+00:00,748.0,539.88,25.37,24.17,1.59,47.5,31.3605801838766
2022-04-29 10:00:00+00:00,902.0,552.56,26.43,25.23,1.03,43.05,16.160120537984877
2022-04-29 11:00:00+00:00,928.0,579.78,27.08,25.88,1.17,40.25,0.09975235051367663
2022-04-29 12:00:00+00:00,896.0,586.04,27.16,25.96,1.79,38.95,15.961062712026614
2022-04-29 13:00:00+00:00,650.0,573.2,26.82,25.62,2.48,43.15,31.16183835488014
2022-04-29 14:00:00+00:00,632.0,632.0,25.69,24.490000000000002,2.9,47.65,45.03988866821068
2022-04-29 15:00:00+00:00,437.0,437.0,24.7,23.5,2.97,54.45,55.00000000000001
2022-04-29 16:00:00+00:00,227.0,227.0,23.83,22.63,1.45,58.1,27.49405800609274
2022-04-29 17:00:00+00:00,31.0,31.0,22.7,21.5,0.55,66.45,11.106073328096024
2022-04-29 18:00:00+00:00,0.0,0.0,21.19,19.990000000000002,0.83,75.95,0.0
2022-04-29 19:00:00+00:00,0.0,0.0,21.98,20.78,0.48,71.0,0.0
2022-04-29 20:00:00+00:00,0.0,0.0,21.31,20.11,0.07,70.9,0.0
2022-04-29 21:00:00+00:00,0.0,0.0,20.52,19.32,0.41,75.75,0.0
2022-04-29 22:00:00+00:00,0.0,0.0,19.42,18.220000000000002,0.9,81.05,0.0
2022-04-29 23:00:00+00:00,0.0,0.0,17.22,16.02,1.59,86.65,0.0
2022-04-30 00:00:00+00:00,0.0,0.0,16.32,15.120000000000001,2.07,89.65,0.0
2022-04-30 01:00:00+00:00,0.0,0.0,16.19,14.990000000000002,2.0,89.65,0.0
2022-04-30 02:00:00+00:00,0.0,0.0,16.98,15.780000000000001,1.31,89.65,0.0
2022-04-30 03:00:00+00:00,0.0,0.0,16.1,14.900000000000002,1.38,89.65,0.0
2022-04-30 04:00:00+00:00,0.0,0.0,14.8,13.600000000000001,2.34,92.7,0.0
2022-04-30 05:00:00+00:00,149.0,149.0,15.77,14.57,2.62,92.75,11.098503017961876
2022-04-30 06:00:00+00:00,338.0,338.0,17.73,16.53,2.62,86.7,27.494975394304532
2022-04-30 07:00:00+00:00,535.0,519.12,19.29,18.09,2.55,78.3,55.00000000000001
2022-04-30 08:00:00+00:00,715.0,567.32,20.34,19.14,2.83,70.7,45.058380231986156
2022-04-30 09:00:00+00:00,853.0,543.68,21.12,19.92,3.31,66.15,31.212516554031033
2022-04-30 10:00:00+00:00,914.0,544.0,21.47,20.27,4.28,63.9,16.061922860832468
2022-04-30 11:00:00+00:00,939.0,584.8,21.49,20.29,4.9,61.7,0.06422647791448052
2022-04-30 12:00:00+00:00,903.0,591.78,21.39,20.19,5.17,57.55,15.931911143388922
2022-04-30 13:00:00+00:00,782.0,626.26,21.14,19.94,5.17,55.55,31.077825980175927
2022-04-30 14:00:00+00:00,652.0,652.0,20.72,19.52,4.9,55.45,44.915777638618465
2022-04-30 15:00:00+00:00,460.0,460.0,20.19,18.990000000000002,4.41,55.3,55.00000000000001
2022-04-30 16:00:00+00:00,274.0,274.0,17.23,16.03,2.92,64.84,27.829423675335022
2022-04-30 17:00:00+00:00,87.0,87.0,17.17,15.970000000000002,2.73,66.28,11.332051723833581
2022-04-30 18:00:00+00:00,0.0,0.0,17.12,15.920000000000002,2.55,67.71,0.0
2022-04-30 19:00:00+00:00,0.0,0.0,17.07,15.870000000000001,2.36,69.14,0.0
2022-04-30 20:00:00+00:00,0.0,0.0,17.02,15.82,2.18,70.57,0.0
2022-04-30 21:00:00+00:00,0.0,0.0,16.97,15.77,1.99,72.01,0.0
2022-04-30 22:00:00+00:00,0.0,0.0,16.91,15.71,1.81,73.44,0.0
2022-04-30 23:00:00+00:00,0.0,0.0,16.86,15.66,1.62,74.87,0.0
2022-05-01 00:00:00+00:00,0.0,0.0,16.81,15.61,1.44,76.3,0.0
2022-05-01 01:00:00+00:00,0.0,0.0,16.76,15.560000000000002,1.25,77.74,0.0
2022-05-01 02:00:00+00:00,0.0,0.0,16.7,15.5,1.07,79.17,0.0
2022-05-01 03:00:00+00:00,0.0,0.0,16.65,15.45,0.88,80.6,0.0
2022-05-01 04:00:00+00:00,0.0,0.0,16.6,15.400000000000002,0.7,82.03,0.0
2022-05-01 05:00:00+00:00,134.0,134.0,16.55,15.350000000000001,0.51,83.47,11.379464413650103
2022-05-01 06:00:00+00:00,231.0,231.0,16.49,15.29,0.33,84.9,27.921115104216852
2022-05-01 07:00:00+00:00,397.0,391.64,16.44,15.240000000000002,0.14,86.33,55.00000000000001
2022-05-01 08:00:00+00:00,695.0,557.46,21.8,20.6,1.79,61.85,44.88054927933084
2022-05-01 09:00:00+00:00,823.0,539.64,23.37,22.17,1.66,56.0,31.06875228985362
2022-05-01 10:00:00+00:00,905.0,541.5,24.16,22.96,1.79,52.5,15.967437023068403
2022-05-01 11:00:00+00:00,915.0,585.18,23.9,22.7,3.52,56.15,0.03136659899685291
2022-05-01 12:00:00+00:00,789.0,589.92,22.65,21.45,3.66,59.95,15.90133224694443
2022-05-01 13:00:00+00:00,330.0,327.14,21.36,20.16,4.07,68.5,30.993443333577236
2022-05-01 14:00:00+00:00,401.0,401.0,19.92,18.720000000000002,5.24,73.15,44.79199238767289
2022-05-01 15:00:00+00:00,195.0,195.0,18.67,17.470000000000002,4.28,75.55,55.00000000000001
2022-05-01 16:00:00+00:00,43.0,43.0,18.16,16.96,2.41,75.45,28.167701958902384
2022-05-01 17:00:00+00:00,32.0,32.0,17.99,16.79,2.0,75.45,11.557980594968166
2022-05-01 18:00:00+00:00,0.0,0.0,17.64,16.44,0.55,83.7,0.0
2022-05-01 19:00:00+00:00,0.0,0.0,18.57,17.37,0.76,78.25,0.0
2022-05-01 20:00:00+00:00,0.0,0.0,17.77,16.57,0.97,83.7,0.0
2022-05-01 21:00:00+00:00,0.0,0.0,15.69,14.49,1.52,86.5,0.0
2022-05-01 22:00:00+00:00,0.0,0.0,14.68,13.48,1.79,92.7,0.0
2022-05-01 23:00:00+00:00,0.0,0.0,14.32,13.120000000000001,1.59,96.0,0.0
2022-05-02 00:00:00+00:00,0.0,0.0,14.69,13.49,1.24,92.7,0.0
2022-05-02 01:00:00+00:00,0.0,0.0,15.48,14.280000000000001,0.97,89.6,0.0
2022-05-02 02:00:00+00:00,0.0,0.0,15.41,14.21,0.69,96.0,0.0
2022-05-02 03:00:00+00:00,0.0,0.0,15.08,13.88,0.55,92.75,0.0
2022-05-02 04:00:00+00:00,0.0,0.0,14.82,13.620000000000001,0.48,96.0,0.0
2022-05-02 05:00:00+00:00,142.0,142.0,14.68,13.48,0.48,96.0,11.656701655679912
2022-05-02 06:00:00+00:00,332.0,332.0,15.97,14.770000000000001,0.62,92.8,28.345976259562892
2022-05-02 07:00:00+00:00,532.0,516.92,17.82,16.62,1.1,86.65,55.00000000000001
2022-05-02 08:00:00+00:00,706.0,554.8,18.96,17.76,1.31,78.25,44.70720529699354
2022-05-02 09:00:00+00:00,839.0,545.08,19.9,18.7,1.86,73.15,30.929290538712035
2022-05-02 10:00:00+00:00,886.0,557.0,20.51,19.310000000000002,2.62,68.4,15.876649969645227
2022-05-02 11:00:00+00:00,921.0,592.1,20.74,19.54,3.31,68.4,0.0011537072693013622
2022-05-02 12:00:00+00:00,896.0,593.6,20.74,19.54,3.66,66.05,15.869344048506445
2022-05-02 13:00:00+00:00,807.0,638.0,20.55,19.35,3.86,66.05,30.9087094963362
2022-05-02 14:00:00+00:00,654.0,654.0,20.07,18.87,3.93,68.3,44.66855895152147
2022-05-02 15:00:00+00:00,472.0,472.0,19.45,18.25,3.86,70.55,55.00000000000001
2022-05-02 16:00:00+00:00,273.0,273.0,18.65,17.45,3.38,75.55,28.50890048019127
2022-05-02 17:00:00+00:00,90.0,90.0,17.9,16.7,2.62,78.1,11.783793835792462
2022-05-02 18:00:00+00:00,0.0,0.0,17.0,15.8,2.14,78.1,0.0
2022-05-02 19:00:00+00:00,0.0,0.0,16.14,14.940000000000001,1.93,83.6,0.0
2022-05-02 20:00:00+00:00,0.0,0.0,15.04,13.84,1.45,89.55,0.0
2022-05-02 21:00:00+00:00,0.0,0.0,15.38,14.180000000000001,0.83,89.55,0.0
2022-05-02 22:00:00+00:00,0.0,0.0,15.29,14.09,0.48,89.55,0.0
2022-05-02 23:00:00+00:00,0.0,0.0,14.94,13.74,0.55,89.55,0.0
2022-05-03 00:00:00+00:00,0.0,0.0,14.59,13.39,0.62,92.7,0.0
2022-05-03 01:00:00+00:00,0.0,0.0,14.01,12.81,0.28,96.0,0.0
2022-05-03 02:00:00+00:00,0.0,0.0,13.35,12.15,0.14,100.0,0.0
2022-05-03 03:00:00+00:00,0.0,0.0,12.65,11.450000000000001,0.34,99.4,0.0
2022-05-03 04:00:00+00:00,0.0,0.0,12.04,10.84,0.55,99.4,0.0
2022-05-03 05:00:00+00:00,162.0,162.0,12.28,11.08,0.62,100.0,11.930089800613558
2022-05-03 06:00:00+00:00,333.0,333.0,13.87,12.67,0.97,99.4,28.769343698961663
2022-05-03 07:00:00+00:00,451.0,439.0,15.15,13.950000000000001,0.62,83.5,55.00000000000001
2022-05-03 08:00:00+00:00,720.0,564.88,16.09,14.89,0.55,77.95,44.538371074954114
2022-05-03 09:00:00+00:00,844.0,554.48,17.39,16.19,1.03,72.8,30.794133359517783
2022-05-03 10:00:00+00:00,922.0,558.5,18.33,17.13,1.72,70.35,15.789547796601992
2022-05-03 11:00:00+00:00,941.0,598.3,18.82,17.62,2.41,68.05,0.026432048374978333
2022-05-03 12:00:00+00:00,901.0,603.64,19.17,17.970000000000002,3.03,68.1,15.835965666819598
2022-05-03 13:00:00+00:00,822.0,648.84,19.06,17.86,3.52,68.1,30.823644865953483
2022-05-03 14:00:00+00:00,670.0,670.0,18.77,17.57,3.72,70.45,44.54550476459233
2022-05-03 15:00:00+00:00,485.0,485.0,18.25,17.05,3.59,70.35,55.00000000000001
2022-05-03 16:00:00+00:00,284.0,284.0,17.75,16.55,3.45,67.85,28.85302354065333
2022-05-03 17:00:00+00:00,99.0,99.0,16.95,15.75,2.97,67.85,12.009421761198938
2022-05-03 18:00:00+00:00,0.0,0.0,16.05,14.850000000000001,2.48,72.65,0.0
2022-05-03 19:00:00+00:00,0.0,0.0,15.08,13.88,2.07,77.8,0.0
2022-05-03 20:00:00+00:00,0.0,0.0,14.01,12.81,1.52,86.4,0.0
2022-05-03 21:00:00+00:00,0.0,0.0,13.55,12.350000000000001,1.17,86.35,0.0
2022-05-03 22:00:00+00:00,0.0,0.0,13.46,12.260000000000002,1.17,86.35,0.0
2022-05-03 23:00:00+00:00,0.0,0.0,13.96,12.760000000000002,0.9,86.4,0.0
2022-05-04 00:00:00+00:00,0.0,0.0,14.02,12.82,0.62,86.4,0.0
2022-05-04 01:00:00+00:00,0.0,0.0,13.7,12.5,0.21,89.45,0.0
2022-05-04 02:00:00+00:00,0.0,0.0,13.67,12.47,0.21,89.45,0.0
2022-05-04 03:00:00+00:00,0.0,0.0,13.65,12.450000000000001,0.34,89.45,0.0
2022-05-04 04:00:00+00:00,2.0,2.0,13.66,12.46,0.41,89.45,0.0
2022-05-04 05:00:00+00:00,137.0,137.0,13.7,12.5,0.55,89.45,12.199500827104991
2022-05-04 06:00:00+00:00,288.0,288.0,14.58,13.38,0.62,83.45,29.190987706971264
2022-05-04 07:00:00+00:00,448.0,436.48,15.39,14.190000000000001,1.1,77.8,55.00000000000001
2022-05-04 08:00:00+00:00,673.0,551.76,16.18,14.98,1.45,70.1,44.37406817718315
2022-05-04 09:00:00+00:00,765.0,562.16,16.88,15.68,2.0,67.75,30.663281811594857
2022-05-04 10:00:00+00:00,637.0,546.5,17.47,16.27,2.48,65.45,15.70611585860988
2022-05-04 11:00:00+00:00,759.0,602.14,18.16,16.96,2.9,63.3,0.051411242082642146
2022-05-04 12:00:00+00:00,840.0,608.16,18.53,17.330000000000002,3.31,59.05,15.8012171758946
2022-05-04 13:00:00+00:00,812.0,646.38,18.52,17.32,3.59,59.05,30.738271005554402
2022-05-04 14:00:00+00:00,678.0,678.0,18.29,17.09,3.66,61.05,44.42285850387925
2022-05-04 15:00:00+00:00,495.0,495.0,17.84,16.64,3.52,63.2,55.00000000000001
2022-05-04 16:00:00+00:00,291.0,291.0,17.3,16.1,3.03,63.2,29.200072159330766
2022-05-04 17:00:00+00:00,101.0,101.0,16.69,15.490000000000002,2.48,67.75,12.234791209264806
2022-05-04 18:00:00+00:00,0.0,0.0,15.85,14.65,2.14,75.15,0.0
2022-05-04 19:00:00+00:00,0.0,0.0,14.96,13.760000000000002,1.93,77.8,0.0
2022-05-04 20:00:00+00:00,0.0,0.0,13.99,12.790000000000001,1.38,86.4,0.0
2022-05-04 21:00:00+00:00,0.0,0.0,14.54,13.34,0.9,83.45,0.0
2022-05-04 22:00:00+00:00,0.0,0.0,14.89,13.690000000000001,0.41,83.45,0.0
2022-05-04 23:00:00+00:00,0.0,0.0,14.61,13.41,0.69,83.45,0.0
2022-05-05 00:00:00+00:00,0.0,0.0,14.17,12.97,0.9,86.4,0.0
2022-05-05 01:00:00+00:00,0.0,0.0,12.88,11.680000000000001,1.17,92.6,0.0
2022-05-05 02:00:00+00:00,0.0,0.0,12.4,11.200000000000001,1.31,92.6,0.0
2022-05-05 03:00:00+00:00,0.0,0.0,12.14,10.940000000000001,1.52,95.95,0.0
2022-05-05 04:00:00+00:00,5.0,5.0,12.37,11.17,1.59,95.95,0.0
2022-05-05 05:00:00+00:00,93.0,93.0,13.65,12.450000000000001,1.59,92.65,12.464803848192755
2022-05-05 06:00:00+00:00,174.0,174.0,15.03,13.83,1.72,86.5,29.610663436446256
2022-05-05 07:00:00+00:00,415.0,406.12,16.06,14.86,2.21,77.95,55.00000000000001
2022-05-05 08:00:00+00:00,480.0,445.28,17.02,15.82,3.03,70.3,44.214316870780785
2022-05-05 09:00:00+00:00,725.0,551.64,17.69,16.490000000000002,3.31,72.8,30.536735891239296
2022-05-05 10:00:00+00:00,682.0,558.0,17.98,16.78,3.38,72.9,15.626338717723527
2022-05-05 11:00:00+00:00,879.0,601.62,18.52,17.32,3.66,70.45,0.07380520386672826
2022-05-05 12:00:00+00:00,793.0,598.12,18.85,17.650000000000002,3.86,72.95,15.765119611846583
2022-05-05 13:00:00+00:00,733.0,612.62,19.03,17.830000000000002,4.07,70.55,30.652610629638755
2022-05-05 14:00:00+00:00,623.0,623.0,18.83,17.63,4.21,72.95,44.300650058662605
2022-05-05 15:00:00+00:00,418.0,418.0,18.55,17.35,4.0,75.55,55.00000000000001
